"time" "obs"
"4521" 1976.00965372907 1.94
"4522" 1976.00986111111 2.08
"4523" 1976.01301560122 1.67
"4524" 1976.01534246575 1.48
"4525" 1976.01550038052 1.41
"4526" 1976.03605022831 0.855
"4527" 1976.0426065449 0.742
"4528" 1976.04571156773 0.742
"4529" 1976.04599695586 0.855
"4530" 1976.04638888889 1.19
"4531" 1976.04705859970 1.3
"4532" 1976.04716894977 1.48
"4533" 1976.04747336377 2.08
"4534" 1976.04754375951 2.35
"4535" 1976.04789573820 4.09
"4536" 1976.04806697108 4.09
"4537" 1976.04865677321 3.36
"4538" 1976.04953957382 2.86
"4539" 1976.05135083714 2.35
"4540" 1976.05292998478 2.08
"4541" 1976.05885083714 1.41
"4542" 1976.06517123288 1.09
"4543" 1976.06682077626 1
"4544" 1976.07135273973 0.91
"4545" 1976.07176940639 1
"4546" 1976.07382990868 0.91
"4547" 1976.07408485540 1
"4548" 1976.07792237443 0.91
"4549" 1976.08103691020 0.91
"4550" 1976.10019596651 0.742
"4551" 1976.11525875190 0.661
"4552" 1976.11559170472 0.742
"4553" 1976.11665144597 0.742
"4554" 1976.11710045662 0.823
"4555" 1976.12488584475 0.823
"4556" 1976.12535768645 0.742
"4557" 1976.13836377473 0.5
"4558" 1976.14214992390 0.5
"4559" 1976.14276826484 0.742
"4560" 1976.14821917808 0.742
"4561" 1976.14908105023 0.855
"4562" 1976.15051179604 1.67
"4563" 1976.15081621005 1.67
"4564" 1976.15108066971 1.94
"4565" 1976.15230593607 1.94
"4566" 1976.15467275495 1.53
"4567" 1976.15765981735 1.41
"4568" 1976.16782153729 1
"4569" 1976.1714326484 1
"4570" 1976.16853691020 0.91
"4571" 1976.17362633181 0.91
"4572" 1976.17482876712 1.53
"4573" 1976.1750152207 1.81
"4574" 1976.17563546423 3.91
"4575" 1976.17707762557 4.09
"4576" 1976.17788622527 3.91
"4577" 1976.18027016743 3.02
"4578" 1976.18171613394 2.69
"4579" 1976.18414573820 2.35
"4580" 1976.18554223744 2.08
"4581" 1976.18600837139 2.35
"4582" 1976.18646118721 2.86
"4583" 1976.18704528158 2.86
"4584" 1976.18725456621 3.19
"4585" 1976.18853120244 3.19
"4586" 1976.19045471842 2.69
"4587" 1976.19167617960 2.69
"4588" 1976.19199010654 3.02
"4589" 1976.19384893455 2.69
"4590" 1976.19408485540 3.02
"4591" 1976.19435312024 3.02
"4592" 1976.19597792998 2.52
"4593" 1976.19707762557 2.52
"4594" 1976.19746765601 2.86
"4595" 1976.19785197869 2.86
"4596" 1976.19830098935 5
"4597" 1976.19858066971 5.18
"4598" 1976.19889079148 8.52
"4599" 1976.19907343988 10.6
"4600" 1976.19949200913 7.69
"4601" 1976.20013318113 6.45
"4602" 1976.20117960426 5.18
"4603" 1976.20317922374 4.09
"4604" 1976.20949961948 2.52
"4605" 1976.21064878234 2.52
"4606" 1976.21479832572 2.08
"4607" 1976.21646689498 2.08
"4608" 1976.21986681887 1.81
"4609" 1976.22743531202 1.48
"4610" 1976.24215753425 1
"4611" 1976.24259322679 0.91
"4612" 1976.25039383562 0.91
"4613" 1976.25075342466 0.823
"4614" 1976.26956811263 0.661
"4615" 1976.26989726027 0.581
"4616" 1976.27001902588 0.5
"4617" 1976.28243531202 0.5
"4618" 1976.28256659056 0.581
"4619" 1976.28297754947 0.581
"4620" 1976.28574771690 0.5
"4621" 1976.28914383562 0.5
"4622" 1976.29469558600 0.449
"4623" 1976.29502853881 0.398
"4624" 1976.30052321157 0.346
"4625" 1976.30088470320 0.295
"4626" 1976.31421232877 0.295
"4627" 1976.32759322679 0.211
"4628" 1976.36292998478 0.211
"4629" 1976.36326293760 0.251
"4630" 1976.36813356164 0.211
"4631" 1976.36843987823 0.251
"4632" 1976.3711282344 0.251
"4633" 1976.37135844749 0.346
"4634" 1976.37319444444 0.251
"4635" 1976.39012747336 0.251
"4636" 1976.39056316591 0.211
"4637" 1976.39542617960 0.211
"4638" 1976.39637937595 0.295
"4639" 1976.39847031963 0.251
"4640" 1976.39964611872 0.398
"4641" 1976.40145928463 0.398
"4642" 1976.40204718417 0.5
"4643" 1976.40234208524 0.581
"4644" 1976.40450532725 0.5
"4645" 1976.40507229833 0.581
"4646" 1976.40697488584 0.5
"4647" 1976.41078006088 0.398
"4648" 1976.41786529680 0.346
"4649" 1976.41818493151 0.295
"4650" 1976.42951674277 0.295
"4651" 1976.43423706240 0.251
"4652" 1976.43467846271 0.171
"4653" 1976.43490106545 0.139
"4654" 1976.43511605784 0.139
"4655" 1976.43742960426 0.171
"4656" 1976.44201484018 0.171
"4657" 1976.44223934551 0.251
"4658" 1976.44244292237 0.211
"4659" 1976.44442351598 0.251
"4660" 1976.44652587519 0.171
"4661" 1976.46179984779 0.139
"4662" 1976.46687024353 0.139
"4663" 1976.46711377473 0.13
"4664" 1976.46768455099 0.114
"4665" 1976.46947108067 0.114
"4666" 1976.46971080670 0.139
"4667" 1976.47139649924 0.13
"4668" 1976.48046423135 0.098
"4669" 1976.48302891933 0.098
"4670" 1976.48328386606 0.114
"4671" 1976.48331811263 0.13
"4672" 1976.48338089802 0.171
"4673" 1976.48357686454 0.346
"4674" 1976.48381278539 0.346
"4675" 1976.48401065449 0.449
"4676" 1976.48426179604 0.449
"4677" 1976.48467656012 0.346
"4678" 1976.48494482496 0.295
"4679" 1976.48564878234 0.211
"4680" 1976.48707382040 0.171
"4681" 1976.48903538813 0.139
"4682" 1976.48907724505 0.13
"4683" 1976.48917617960 0.114
"4684" 1976.48931697108 0.098
"4685" 1976.49006468798 0.098
"4686" 1976.49180175038 0.114
"4687" 1976.49490106545 0.114
"4688" 1976.49500570776 0.13
"4689" 1976.49520167428 0.171
"4690" 1976.49810502283 0.139
"4691" 1976.49967846271 0.139
"4692" 1976.49979642314 0.13
"4693" 1976.50007229833 0.114
"4694" 1976.50060502283 0.098
"4695" 1976.50077054795 0.072
"4696" 1976.50085996956 0.084
"4697" 1976.50351217656 0.098
"4698" 1976.51428462709 0.098
"4699" 1976.51456811263 0.084
"4700" 1976.52297184170 0.071
"4701" 1976.52321727549 0.058
"4702" 1976.52457191781 0.072
"4703" 1976.52485159817 0.084
"4704" 1976.53585616438 0.071
"4705" 1976.55492770167 0.071
"4706" 1976.55900494673 0.058
"4707" 1976.55927321157 0.071
"4708" 1976.56842656012 0.058
"4709" 1976.56860540335 0.071
"4710" 1976.56890791476 0.071
"4711" 1976.56925989346 0.046
"4712" 1976.57087899543 0.046
"4713" 1976.57144596651 0.058
"4714" 1976.57361872146 0.058
"4715" 1976.57391933029 0.022
"4716" 1976.57417998478 0.046
"4717" 1976.57568683409 0.034
"4718" 1976.57663242009 0.046
"4719" 1976.58634512938 0.034
"4720" 1976.59081050228 0.046
"4721" 1976.59175608828 0.034
"4722" 1976.59402397260 0.071
"4723" 1976.59697678843 0.046
"4724" 1976.59999048706 0.046
"4725" 1976.60020547945 0.071
"4726" 1976.60069824962 0.084
"4727" 1976.6012347793 0.084
"4728" 1976.60239916286 0.071
"4729" 1976.60379946728 0.058
"4730" 1976.61182838661 0.058
"4731" 1976.61312785388 0.071
"4732" 1976.61464802131 0.058
"4733" 1976.61504756469 0.046
"4734" 1976.61705289193 0.046
"4735" 1976.61746004566 0.071
"4736" 1976.62742009132 0.046
"4737" 1976.63294710807 0.058
"4738" 1976.63406773212 0.072
"4739" 1976.63431506849 0.084
"4740" 1976.63727929985 0.084
"4741" 1976.63952435312 0.072
"4742" 1976.63975456621 0.084
"4743" 1976.64147070015 0.071
"4744" 1976.65339611872 0.071
"4745" 1976.65359969559 0.058
"4746" 1976.65726978691 0.058
"4747" 1976.67008371385 0.071
"4748" 1976.67261225266 0.058
"4749" 1976.69194444444 0.058
"4750" 1976.69197108067 0.098
"4751" 1976.69198630137 0.13
"4752" 1976.69200722983 0.211
"4753" 1976.69201864536 0.171
"4754" 1976.69203576865 0.13
"4755" 1976.69204337900 0.114
"4756" 1976.69206811263 0.084
"4757" 1976.69217465753 0.072
"4758" 1976.69228500761 0.114
"4759" 1976.69232305936 0.139
"4760" 1976.69235540335 0.13
"4761" 1976.69243531202 0.114
"4762" 1976.69254756469 0.098
"4763" 1976.69278348554 0.084
"4764" 1976.69349695586 0.071
"4765" 1976.69504185693 0.072
"4766" 1976.69511986301 0.114
"4767" 1976.69514649924 0.139
"4768" 1976.69515410959 0.13
"4769" 1976.69517313546 0.114
"4770" 1976.69522640791 0.084
"4771" 1976.69576103501 0.071
"4772" 1976.69914193303 0.058
"4773" 1976.70219939117 0.058
"4774" 1976.70227929985 0.071
"4775" 1976.70241628615 0.058
"4776" 1976.70847792998 0.058
"4777" 1976.70852359209 0.098
"4778" 1976.70854832572 0.13
"4779" 1976.70856735160 0.171
"4780" 1976.70862633181 0.346
"4781" 1976.70868721461 0.251
"4782" 1976.70875 0.171
"4783" 1976.70889840183 0.13
"4784" 1976.70898021309 0.114
"4785" 1976.70924847793 0.098
"4786" 1976.70987062405 0.084
"4787" 1976.71071727549 0.071
"4788" 1976.71113964992 0.072
"4789" 1976.7112347793 0.114
"4790" 1976.71134893455 0.084
"4791" 1976.71152587519 0.098
"4792" 1976.7123173516 0.084
"4793" 1976.71475266362 0.072
"4794" 1976.71490106545 0.084
"4795" 1976.7161586758 0.072
"4796" 1976.71627853881 0.114
"4797" 1976.71637366819 0.171
"4798" 1976.71642694064 0.211
"4799" 1976.71649923897 0.171
"4800" 1976.71659436834 0.13
"4801" 1976.71664573820 0.114
"4802" 1976.71695585997 0.084
"4803" 1976.71737633181 0.071
"4804" 1976.72312595129 0.058
"4805" 1976.72362062405 0.046
"4806" 1976.74435312024 0.046
"4807" 1976.74469748858 0.084
"4808" 1976.74666476408 0.084
"4809" 1976.74678082192 0.114
"4810" 1976.74683980213 0.139
"4811" 1976.74741057839 0.139
"4812" 1976.74758181126 0.13
"4813" 1976.74797945205 0.114
"4814" 1976.74901255708 0.114
"4815" 1976.74949010655 0.098
"4816" 1976.75015791476 0.098
"4817" 1976.75049467275 0.114
"4818" 1976.75135273973 0.114
"4819" 1976.75160958904 0.139
"4820" 1976.75259893455 0.139
"4821" 1976.75289573820 0.211
"4822" 1976.75143835616 0.211
"4823" 1976.75194444444 0.171
"4824" 1976.75287671233 0.114
"4825" 1976.75547374429 0.114
"4826" 1976.75701293759 0.098
"4827" 1976.75786339422 0.13
"4828" 1976.75801369863 0.139
"4829" 1976.75939687976 0.139
"4830" 1976.75968987823 0.13
"4831" 1976.76037480974 0.114
"4832" 1976.76549847793 0.084
"4833" 1976.76666476408 0.084
"4834" 1976.76732496195 0.058
"4835" 1976.76867579909 0.071
"4836" 1976.76949961948 0.058
"4837" 1976.77418759513 0.058
"4838" 1976.77503805175 0.084
"4839" 1976.77570776256 0.114
"4840" 1976.77654490107 0.114
"4841" 1976.77770928463 0.098
"4842" 1976.78142123288 0.084
"4843" 1976.78145357686 0.114
"4844" 1976.78146499239 0.13
"4845" 1976.78150304414 0.211
"4846" 1976.78152587519 0.171
"4847" 1976.78155631659 0.13
"4848" 1976.78157153729 0.114
"4849" 1976.78165144597 0.098
"4850" 1976.78193683409 0.098
"4851" 1976.78202054795 0.13
"4852" 1976.78203386606 0.139
"4853" 1976.78221270928 0.139
"4854" 1976.78226407915 0.171
"4855" 1976.78241818874 0.295
"4856" 1976.7826217656 0.5
"4857" 1976.78287861492 0.91
"4858" 1976.78308599696 0.91
"4859" 1976.78322678843 0.855
"4860" 1976.78334474886 1.48
"4861" 1976.78346841705 2.35
"4862" 1976.78359208524 3.36
"4863" 1976.78367770167 3.91
"4864" 1976.78379946728 3.91
"4865" 1976.78414764079 2.35
"4866" 1976.78450342466 1.67
"4867" 1976.78574391172 0.91
"4868" 1976.78601598174 0.855
"4869" 1976.78755327245 0.581
"4870" 1976.78774162861 0.5
"4871" 1976.78795281583 0.5
"4872" 1976.78841894977 0.398
"4873" 1976.78979071537 0.398
"4874" 1976.7900913242 0.449
"4875" 1976.79100646880 0.449
"4876" 1976.79277968037 0.398
"4877" 1976.79332572298 0.5
"4878" 1976.79387366819 0.661
"4879" 1976.79561834094 0.5
"4880" 1976.7964783105 0.398
"4881" 1976.79841514460 0.398
"4882" 1976.80226217656 0.211
"4883" 1976.80363964992 0.211
"4884" 1976.80386986301 0.171
"4885" 1976.80768645358 0.171
"4886" 1976.80937404871 0.139
"4887" 1976.81041856925 0.13
"4888" 1976.81285388128 0.114
"4889" 1976.81829147641 0.114
"4890" 1976.81855783866 0.139
"4891" 1976.81985920852 0.13
"4892" 1976.82289764079 0.114
"4893" 1976.82322869102 0.098
"4894" 1976.82470129376 0.098
"4895" 1976.82639269406 0.114
"4896" 1976.82641171994 0.13
"4897" 1976.82647260274 0.211
"4898" 1976.82656202435 0.171
"4899" 1976.82665144597 0.139
"4900" 1976.82820205479 0.171
"4901" 1976.82867770167 0.139
"4902" 1976.83085616438 0.139
"4903" 1976.83122907154 0.13
"4904" 1976.83209855403 0.114
"4905" 1976.83225076103 0.139
"4906" 1976.83565449011 0.13
"4907" 1976.83720509893 0.114
"4908" 1976.83720890411 0.13
"4909" 1976.83721651446 0.171
"4910" 1976.83723554033 0.295
"4911" 1976.83726217656 0.5
"4912" 1976.83728120244 0.742
"4913" 1976.83734208524 0.5
"4914" 1976.83738203957 0.398
"4915" 1976.83765981735 0.346
"4916" 1976.83955479452 0.295
"4917" 1976.84035578387 0.295
"4918" 1976.84051750381 0.251
"4919" 1976.84531202435 0.211
"4920" 1976.84539764079 0.295
"4921" 1976.84548325723 0.398
"4922" 1976.84573630137 0.5
"4923" 1976.84598744292 0.661
"4924" 1976.84696917808 0.5
"4925" 1976.84746004566 0.449
"4926" 1976.84898592085 0.398
"4927" 1976.85114916286 0.295
"4928" 1976.85140791476 0.251
"4929" 1976.85253805175 0.251
"4930" 1976.85295852359 0.211
"4931" 1976.85331430746 0.295
"4932" 1976.85525875190 0.251
"4933" 1976.85791476408 0.211
"4934" 1976.85805555556 0.171
"4935" 1976.85824010654 0.13
"4936" 1976.85833904110 0.114
"4937" 1976.86450913242 0.139
"4938" 1976.86632990868 0.139
"4939" 1976.86650494673 0.171
"4940" 1976.86702815830 0.295
"4941" 1976.86772450533 0.5
"4942" 1976.86877092846 0.5
"4943" 1976.86960996956 0.449
"4944" 1976.87544901065 0.346
"4945" 1976.87576103501 0.295
"4946" 1976.88365106545 0.251
"4947" 1976.88906202435 0.295
"4948" 1976.88926560122 0.295
"4949" 1976.89476407915 0.251
"4950" 1976.89498287671 0.211
"4951" 1976.89851217656 0.211
"4952" 1976.89910007610 0.295
"4953" 1976.89968987823 0.398
"4954" 1976.90492579909 0.398
"4955" 1976.90518835616 0.346
"4956" 1976.91075532724 0.346
"4957" 1976.91111872146 0.398
"4958" 1976.91418759513 0.449
"4959" 1976.91448249619 0.5
"4960" 1976.91477739726 0.581
"4961" 1976.91503805175 0.91
"4962" 1976.91518835616 1.48
"4963" 1976.91541476408 2.69
"4964" 1976.91563736682 3.19
"4965" 1976.91680365297 2.35
"4966" 1976.91710045662 2.86
"4967" 1976.91730022831 2.86
"4968" 1976.91787100457 2.35
"4969" 1976.91850646880 2.35
"4970" 1976.91966514460 1.94
"4971" 1976.91934170472 1.41
"4972" 1976.92204528158 1.09
"4973" 1976.92300418569 1
"4974" 1976.92515030441 1.14
"4975" 1976.92539954338 1.53
"4976" 1976.92547564688 2.35
"4977" 1976.92560502283 4.09
"4978" 1976.92601027397 6.09
"4979" 1976.92609018265 4.81
"4980" 1976.92624619482 3.91
"4981" 1976.92645738204 4.09
"4982" 1976.92695776256 3.72
"4983" 1976.92704337900 3.36
"4984" 1976.93078006088 2.21
"4985" 1976.93317732116 1.81
"4986" 1976.93407534247 1.81
"4987" 1976.93448439878 3.02
"4988" 1976.93467846271 4.09
"4989" 1976.93484208524 4.09
"4990" 1976.93497716895 3.54
"4991" 1976.93591133942 3.02
"4992" 1976.93816971081 2.35
"4993" 1976.93888318113 2.35
"4994" 1976.94063165906 2.08
"4995" 1976.94287480974 1.94
"4996" 1976.94306697108 1.81
"4997" 1976.94351978691 1.81
"4998" 1976.94374429224 2.52
"4999" 1976.94415334855 5.36
"5000" 1976.94447108067 3.72
"5001" 1976.94496575342 3.02
"5002" 1976.94533295282 2.86
"5003" 1976.94607305936 2.86
"5004" 1976.94637937595 2.69
"5005" 1976.94779680365 2.35
"5006" 1976.94900684932 2.35
"5007" 1976.94939307458 2.69
"5008" 1976.94973934551 2.69
"5009" 1976.95003805175 3.19
"5010" 1976.95066019787 2.86
"5011" 1976.95161529680 2.69
"5012" 1976.95182458143 3.02
"5013" 1976.95251902588 2.86
"5014" 1976.95265410959 2.52
"5015" 1976.95285197869 2.52
"5016" 1976.95318493151 2.86
"5017" 1976.95332001522 3.19
"5018" 1976.95362062405 2.86
"5019" 1976.95761035008 2.35
"5020" 1976.96341324201 1.67
"5021" 1976.96356544901 1.94
"5022" 1976.96410388128 1.67
"5023" 1976.96690449011 1.48
"5024" 1976.97210806697 1.19
"5025" 1976.97643455099 1.09
"5026" 1976.97697488584 1
"5027" 1976.98499619483 0.823
"5028" 1976.99546803653 0.661
"5029" 1976.99581240487 0.5
"5030" 1976.99598554033 0.449
"5031" 1976.99983447489 0.449
"5032" 1976.99989155251 0.5
"5033" 1976.99994672755 0.581
"5034" 1977.00413812785 0.581
"5035" 1977.00480783866 1.09
"5036" 1977.00523401826 1
"5037" 1977.00553652968 1.19
"5038" 1977.00560312024 1.48
"5039" 1977.00588470320 2.86
"5040" 1977.00598744292 2.86
"5041" 1977.00627663623 2.21
"5042" 1977.00658866058 2.08
"5043" 1977.00689307458 2.08
"5044" 1977.00738203957 2.86
"5045" 1977.00760464231 3.91
"5046" 1977.00781012177 3.54
"5047" 1977.00834665145 3.54
"5048" 1977.01009703196 3.19
"5049" 1977.01147260274 2.69
"5050" 1977.01271689498 2.35
"5051" 1977.01575722983 1.67
"5052" 1977.01787861492 1.53
"5053" 1977.01988964992 1.53
"5054" 1977.02030251142 2.52
"5055" 1977.02182648402 2.08
"5056" 1977.02374429224 1.81
"5057" 1977.02670662100 1.67
"5058" 1977.02728881279 2.21
"5059" 1977.02780251142 2.21
"5060" 1977.02844558600 3.02
"5061" 1977.02929033486 2.69
"5062" 1977.03176369863 2.35
"5063" 1977.03718797565 1.81
"5064" 1977.0410216895 1.48
"5065" 1977.04517503805 1.19
"5066" 1977.04785007610 1.14
"5067" 1977.04803272451 1.09
"5068" 1977.04952435312 1.14
"5069" 1977.05000951294 1.19
"5070" 1977.05100266362 1.41
"5071" 1977.05332001522 1.41
"5072" 1977.05588089802 1.19
"5073" 1977.05629185693 1.3
"5074" 1977.06193873668 1.14
"5075" 1977.07511225266 0.823
"5076" 1977.07545662100 0.742
"5077" 1977.08861872146 0.661
"5078" 1977.08890030441 1.14
"5079" 1977.08906012177 1.48
"5080" 1977.08928652968 2.08
"5081" 1977.09038812785 1.48
"5082" 1977.09104261796 1.3
"5083" 1977.09430936073 1
"5084" 1977.09471651446 1
"5085" 1977.10112442922 0.823
"5086" 1977.11369292237 0.742
"5087" 1977.11586948250 0.661
"5088" 1977.11659436834 0.742
"5089" 1977.11902968037 0.742
"5090" 1977.12251902588 0.661
"5091" 1977.12700532725 0.661
"5092" 1977.13291476408 0.581
"5093" 1977.13541286149 0.581
"5094" 1977.13589802131 1
"5095" 1977.13662861492 1
"5096" 1977.13761035008 0.91
"5097" 1977.14009322679 0.855
"5098" 1977.14072488584 1.19
"5099" 1977.14138888889 1.19
"5100" 1977.14192732116 1.67
"5101" 1977.14266171994 1.81
"5102" 1977.14363774734 1.67
"5103" 1977.14429033486 1.81
"5104" 1977.14749809741 1.67
"5105" 1977.14818493151 2.35
"5106" 1977.15023401826 2.21
"5107" 1977.15093607306 2.52
"5108" 1977.15246194825 2.52
"5109" 1977.15350837139 2.35
"5110" 1977.15597412481 2.35
"5111" 1977.16009703196 2.08
"5112" 1977.16110350076 2.35
"5113" 1977.16147640791 2.86
"5114" 1977.16213850837 2.69
"5115" 1977.16408105023 3.72
"5116" 1977.16652968037 3.19
"5117" 1977.17169710807 2.69
"5118" 1977.16496385084 2.35
"5119" 1977.16802701674 1.94
"5120" 1977.16831050228 1.81
"5121" 1977.16905441400 1.81
"5122" 1977.17179033486 1.67
"5123" 1977.17218036530 2.21
"5124" 1977.17238203957 2.21
"5125" 1977.17312595129 1.94
"5126" 1977.17415525114 1.81
"5127" 1977.17447869102 2.08
"5128" 1977.17471651446 2.35
"5129" 1977.17486111111 2.69
"5130" 1977.17511415525 3.72
"5131" 1977.17534627093 3.91
"5132" 1977.17630517504 3.36
"5133" 1977.17658295282 3.72
"5134" 1977.17682838661 3.72
"5135" 1977.17888127854 3.19
"5136" 1977.17951103501 3.19
"5137" 1977.17984018265 3.36
"5138" 1977.18074961948 3.36
"5139" 1977.18193683409 3.02
"5140" 1977.18231164384 3.19
"5141" 1977.18535007610 2.86
"5142" 1977.18685121766 3.02
"5143" 1977.18731164384 4.09
"5144" 1977.18748097412 4.81
"5145" 1977.18767884323 3.91
"5146" 1977.18845890411 3.54
"5147" 1977.18897450533 3.72
"5148" 1977.19015030441 3.91
"5149" 1977.19045091324 4.45
"5150" 1977.19088089802 4.09
"5151" 1977.19198820396 4.27
"5152" 1977.19216704718 3.72
"5153" 1977.19420662100 3.36
"5154" 1977.19436643836 3.91
"5155" 1977.19575532725 3.36
"5156" 1977.19704337900 3.36
"5157" 1977.19722031963 3.02
"5158" 1977.19774923897 3.02
"5159" 1977.19791476408 3.54
"5160" 1977.19817732116 3.19
"5161" 1977.19893264840 3.19
"5162" 1977.19943493151 2.86
"5163" 1977.20114726027 2.52
"5164" 1977.20147640791 2.69
"5165" 1977.20339421613 2.35
"5166" 1977.20377473364 2.52
"5167" 1977.20566780822 2.52
"5168" 1977.20619863014 2.69
"5169" 1977.20646499239 2.52
"5170" 1977.20763127854 2.52
"5171" 1977.20831430746 2.86
"5172" 1977.20863394216 3.54
"5173" 1977.20916856925 6.66
"5174" 1977.20929033486 6.09
"5175" 1977.21033105023 5
"5176" 1977.21079147641 4.81
"5177" 1977.21109208524 4.63
"5178" 1977.21162100457 4.63
"5179" 1977.21192732116 4.09
"5180" 1977.21263127854 4.27
"5181" 1977.21335616438 3.91
"5182" 1977.21397450533 3.91
"5183" 1977.21569063927 3.36
"5184" 1977.21833904110 2.86
"5185" 1977.21899353120 6.09
"5186" 1977.21914764079 6.27
"5187" 1977.21922184170 5.54
"5188" 1977.21938546423 5.18
"5189" 1977.2200456621 4.45
"5190" 1977.22060692542 4.27
"5191" 1977.22145738204 3.91
"5192" 1977.22218607306 3.91
"5193" 1977.22354642314 3.54
"5194" 1977.22409246575 4.45
"5195" 1977.22463470320 3.91
"5196" 1977.22518835616 3.91
"5197" 1977.22697488584 3.19
"5198" 1977.22928462709 3.02
"5199" 1977.22956621005 3.19
"5200" 1977.23194444444 2.52
"5201" 1977.23470890411 2.35
"5202" 1977.23508942161 2.21
"5203" 1977.23950913242 1.94
"5204" 1977.23985730594 1.81
"5205" 1977.25140981735 1.67
"5206" 1977.25179984779 1.81
"5207" 1977.25597222222 1.53
"5208" 1977.2612956621 1.3
"5209" 1977.26692351598 1.14
"5210" 1977.26727359209 1
"5211" 1977.27378614916 0.823
"5212" 1977.27597983257 0.823
"5213" 1977.27623668189 0.742
"5214" 1977.27796042618 0.855
"5215" 1977.27845700152 1.19
"5216" 1977.27891362253 1.14
"5217" 1977.27904490107 1.09
"5218" 1977.27972792998 1.09
"5219" 1977.28194444444 0.91
"5220" 1977.28568493151 0.91
"5221" 1977.28607305936 1
"5222" 1977.28640410959 1
"5223" 1977.29033866058 0.823
"5224" 1977.29527587519 0.742
"5225" 1977.29545471842 0.661
"5226" 1977.29672184170 0.823
"5227" 1977.30061453577 0.742
"5228" 1977.30116818874 0.91
"5229" 1977.30202054795 0.823
"5230" 1977.30238774734 0.91
"5231" 1977.30549467275 0.823
"5232" 1977.30714421613 0.855
"5233" 1977.30735540335 0.91
"5234" 1977.30991248097 0.855
"5235" 1977.31048706240 1
"5236" 1977.31195585997 1.14
"5237" 1977.31275875190 2.21
"5238" 1977.31401826484 1.94
"5239" 1977.31664003044 1.67
"5240" 1977.32100266362 1.41
"5241" 1977.32319254186 1.48
"5242" 1977.32330859970 1.67
"5243" 1977.32459855403 1.67
"5244" 1977.32540715373 1.81
"5245" 1977.32882039574 1.48
"5246" 1977.33392694064 1.19
"5247" 1977.33516552511 1.19
"5248" 1977.33709474886 1.53
"5249" 1977.33847983257 1.48
"5250" 1977.34104071537 1.3
"5251" 1977.34138318113 1.41
"5252" 1977.34410388128 1.41
"5253" 1977.34453006088 1.3
"5254" 1977.34690639269 1.19
"5255" 1977.34920662100 1.14
"5256" 1977.34940449011 1.09
"5257" 1977.35157914764 1.14
"5258" 1977.35188356164 1.3
"5259" 1977.35248858447 1.19
"5260" 1977.35277207002 1.41
"5261" 1977.354847793 1.19
"5262" 1977.36061643836 1.09
"5263" 1977.36113584475 1.3
"5264" 1977.36364916286 1.09
"5265" 1977.36406012177 1.19
"5266" 1977.36574961948 1.41
"5267" 1977.36832572298 1.41
"5268" 1977.36855022831 1.3
"5269" 1977.37948059361 1.09
"5270" 1977.37956050228 1
"5271" 1977.38301560122 1.09
"5272" 1977.38873287671 0.823
"5273" 1977.40005707763 0.742
"5274" 1977.40254375951 0.661
"5275" 1977.40289193303 0.581
"5276" 1977.40576103501 0.581
"5277" 1977.40629946728 0.661
"5278" 1977.41065068493 0.661
"5279" 1977.41096080670 0.581
"5280" 1977.41662671233 0.581
"5281" 1977.41734969559 0.823
"5282" 1977.41847792998 0.742
"5283" 1977.42059550989 0.742
"5284" 1977.42163242009 0.581
"5285" 1977.42358828006 0.581
"5286" 1977.42440068493 1.14
"5287" 1977.42508942161 1.81
"5288" 1977.42559931507 1.94
"5289" 1977.42623097412 2.86
"5290" 1977.42762937595 2.21
"5291" 1977.43680936073 1.3
"5292" 1977.4389478691 1.41
"5293" 1977.43911339422 1.3
"5294" 1977.44046232877 1.19
"5295" 1977.44190639269 1.09
"5296" 1977.44271689498 1.19
"5297" 1977.44382420091 1.19
"5298" 1977.44418759513 1.3
"5299" 1977.44465182648 1.3
"5300" 1977.4448325723 1.19
"5301" 1977.44587899543 1.14
"5302" 1977.44605022831 1.09
"5303" 1977.44656582953 1.09
"5304" 1977.44676940639 1
"5305" 1977.44712709285 1
"5306" 1977.44724885845 1.09
"5307" 1977.44843797565 1.14
"5308" 1977.44888318113 1.3
"5309" 1977.4512652207 1.3
"5310" 1977.45221841705 1.09
"5311" 1977.45288622527 1.14
"5312" 1977.45309170472 1.19
"5313" 1977.45466704718 1.14
"5314" 1977.45679414003 1
"5315" 1977.45907914764 1.19
"5316" 1977.46026445967 1.09
"5317" 1977.4614174277 1.09
"5318" 1977.46305745814 0.91
"5319" 1977.4636130137 0.91
"5320" 1977.46378614916 1
"5321" 1977.46558599696 0.91
"5322" 1977.46589231355 0.823
"5323" 1977.46774162861 0.855
"5324" 1977.46790334855 1
"5325" 1977.46856354642 1.41
"5326" 1977.46890030441 1.41
"5327" 1977.47080289193 1.14
"5328" 1977.47096651446 1
"5329" 1977.47185692542 1.09
"5330" 1977.47341514460 1.09
"5331" 1977.47777777778 0.91
"5332" 1977.47815449011 1
"5333" 1977.48468036530 0.91
"5334" 1977.48486681887 1.48
"5335" 1977.48491438356 1.67
"5336" 1977.48632800609 1.53
"5337" 1977.486402207 2.35
"5338" 1977.48671613394 6.86
"5339" 1977.48706811263 5
"5340" 1977.48823439878 3.36
"5341" 1977.48959284627 3.02
"5342" 1977.49023211568 2.69
"5343" 1977.49090943683 2.69
"5344" 1977.49234398782 2.35
"5345" 1977.49521499239 1.81
"5346" 1977.49987252664 1.41
